"loan_status","loan_amnt","grade","home_ownership","annual_inc","emp_length","int_rate","age","emp_cat","ir_cat"
0,15000,"A","RENT",106800,0,NA,29,"0-15","Missing"
0,5000,"D","RENT",66000,2,15.21,27,"0-15","13.5+"
0,3250,"D","RENT",23004,6,15.21,49,"0-15","13.5+"
0,3500,"B","RENT",50000,2,NA,22,"0-15","Missing"
0,15600,"C","MORTGAGE",54000,9,13.61,24,"0-15","13.5+"
0,12000,"A","MORTGAGE",65000,12,7.88,32,"0-15","0-8"
0,4800,"A","RENT",44000,6,7.51,27,"0-15","0-8"
0,7000,"C","MORTGAGE",55000,17,13.23,23,"15-30","11-13.5"
0,1450,"D","RENT",30000,1,15.58,23,"0-15","13.5+"
0,8000,"A","MORTGAGE",40000,5,NA,24,"0-15","Missing"
1,16000,"A","MORTGAGE",60000,0,7.51,22,"0-15","0-8"
0,4800,"C","MORTGAGE",46140,2,14.72,29,"0-15","13.5+"
0,3500,"B","RENT",48000,42,11.86,33,"30-45","11-13.5"
0,3250,"C","MORTGAGE",68000,12,13.23,28,"0-15","11-13.5"
1,3500,"B","RENT",36000,NA,11.49,23,"Missing","11-13.5"
1,3000,"B","MORTGAGE",32000,4,10.75,24,"0-15","8-11"
0,16000,"C","MORTGAGE",1e+05,0,14.72,24,"0-15","13.5+"
0,2000,"A","MORTGAGE",45600,9,7.88,29,"0-15","0-8"
1,2500,"A","RENT",22406,5,6.76,26,"0-15","0-8"
0,14000,"A","RENT",32400,14,7.51,26,"0-15","0-8"
0,16500,"D","MORTGAGE",57335,6,14.84,31,"0-15","13.5+"
1,12800,"D","MORTGAGE",141996,2,14.84,27,"0-15","13.5+"
0,10000,"D","MORTGAGE",42000,3,14.84,50,"0-15","13.5+"
0,15000,"B","RENT",132000,2,11.12,27,"0-15","11-13.5"
0,6000,"C","MORTGAGE",56000,0,13.23,29,"0-15","11-13.5"
0,7350,"B","MORTGAGE",48000,4,11.12,25,"0-15","11-13.5"
0,4000,"A","RENT",60000,11,7.51,22,"0-15","0-8"
0,5000,"A","MORTGAGE",45000,4,7.14,21,"0-15","0-8"
0,12000,"D","MORTGAGE",95142,18,14.84,35,"15-30","13.5+"
0,12000,"B","RENT",34500,4,10.38,24,"0-15","8-11"
0,16750,"A","MORTGAGE",38400,17,7.88,30,"15-30","0-8"
0,10000,"A","RENT",68580,3,7.88,30,"0-15","0-8"
0,3600,"D","RENT",15000,0,15.95,21,"0-15","13.5+"
0,10000,"A","MORTGAGE",160000,14,7.51,37,"0-15","0-8"
0,8000,"B","MORTGAGE",62000,4,NA,30,"0-15","Missing"
0,15000,"D","RENT",60000,9,16.32,46,"0-15","13.5+"
0,5400,"A","MORTGAGE",36000,3,7.51,26,"0-15","0-8"
1,15000,"C","RENT",40988.76,9,13.98,26,"0-15","13.5+"
0,16000,"C","RENT",30000,1,13.23,23,"0-15","11-13.5"
0,12000,"A","MORTGAGE",72984,3,NA,24,"0-15","Missing"
0,2000,"B","MORTGAGE",55200,2,11.86,23,"0-15","11-13.5"
1,7200,"B","RENT",25200,13,11.86,23,"0-15","11-13.5"
0,10750,"D","MORTGAGE",37400,3,15.95,35,"0-15","13.5+"
0,4200,"C","RENT",52000,3,13.23,32,"0-15","11-13.5"
1,7000,"A","RENT",66000,12,7.51,24,"0-15","0-8"
0,12000,"D","RENT",82000,4,15.21,21,"0-15","13.5+"
0,8000,"A","MORTGAGE",53000,9,7.88,26,"0-15","0-8"
0,15000,"C","MORTGAGE",103970,0,14.35,38,"0-15","13.5+"
0,9600,"A","MORTGAGE",132000,3,7.14,23,"0-15","0-8"
0,7000,"A","MORTGAGE",67000,8,7.14,35,"0-15","0-8"
0,5000,"C","OWN",44000,7,13.23,23,"0-15","11-13.5"
0,10000,"D","RENT",84996,3,15.21,24,"0-15","13.5+"
0,7200,"D","MORTGAGE",40800,7,16.32,36,"0-15","13.5+"
0,1400,"B","RENT",40044,1,11.86,26,"0-15","11-13.5"
0,20000,"D","RENT",60000,4,14.84,30,"0-15","13.5+"
0,19600,"A","MORTGAGE",273655,4,7.51,31,"0-15","0-8"
0,9000,"A","MORTGAGE",36000,0,7.14,25,"0-15","0-8"
0,2400,"B","OWN",22000,NA,10.75,29,"Missing","8-11"
0,8500,"B","OWN",42000,3,10.38,27,"0-15","8-11"
0,2800,"A","MORTGAGE",86800,6,7.88,32,"0-15","0-8"
0,25000,"B","MORTGAGE",134748,4,10.75,25,"0-15","8-11"
1,10000,"D","RENT",65000,3,15.58,23,"0-15","13.5+"
0,15000,"C","MORTGAGE",39700,4,13.23,37,"0-15","11-13.5"
0,2000,"B","OWN",11520,NA,11.12,21,"Missing","11-13.5"
0,25000,"D","MORTGAGE",175000,15,NA,30,"0-15","Missing"
1,8500,"A","MORTGAGE",50000,21,7.14,23,"15-30","0-8"
0,7000,"C","MORTGAGE",130000,15,13.98,35,"0-15","13.5+"
0,10000,"A","RENT",37000,2,7.88,30,"0-15","0-8"
0,8000,"D","RENT",54000,3,15.58,23,"0-15","13.5+"
0,4800,"C","RENT",45000,4,13.98,23,"0-15","13.5+"
1,1000,"A","RENT",48000,21,7.51,36,"15-30","0-8"
0,3000,"A","OWN",25000,3,6.76,25,"0-15","0-8"
1,2500,"A","OWN",8412,NA,7.14,31,"Missing","0-8"
0,4000,"D","RENT",27000,8,15.58,21,"0-15","13.5+"
0,10000,"B","RENT",51160,5,10.75,24,"0-15","8-11"
0,4800,"C","RENT",42000,4,14.35,22,"0-15","13.5+"
0,4000,"D","RENT",47000,1,14.84,25,"0-15","13.5+"
0,10500,"A","MORTGAGE",60000,15,NA,23,"0-15","Missing"
1,8000,"B","RENT",50004,2,NA,47,"0-15","Missing"
0,9000,"B","OWN",24864,18,NA,25,"15-30","Missing"
0,10000,"D","RENT",59004,3,16.32,27,"0-15","13.5+"
0,7400,"A","MORTGAGE",76160,18,7.51,26,"15-30","0-8"
0,8000,"A","MORTGAGE",110000,7,7.14,25,"0-15","0-8"
0,2500,"A","MORTGAGE",57000,4,6.76,29,"0-15","0-8"
0,25000,"B","RENT",80000,0,11.86,33,"0-15","11-13.5"
0,4000,"C","MORTGAGE",35000,11,13.61,32,"0-15","13.5+"
0,8000,"B","RENT",30996,2,11.49,22,"0-15","11-13.5"
0,25000,"B","MORTGAGE",75000,4,NA,21,"0-15","Missing"
0,4800,"B","MORTGAGE",36000,3,10.38,23,"0-15","8-11"
0,4000,"E","RENT",35004,0,16.45,28,"0-15","13.5+"
1,8250,"C","RENT",76000,6,13.61,25,"0-15","13.5+"
0,12000,"A","RENT",40000,2,7.51,26,"0-15","0-8"
0,3800,"C","RENT",19200,0,14.35,25,"0-15","13.5+"
0,2700,"A","RENT",35000,2,7.88,25,"0-15","0-8"
0,7000,"B","RENT",120000,1,10.75,23,"0-15","8-11"
0,4800,"B","RENT",30960,5,11.49,37,"0-15","11-13.5"
1,3500,"B","RENT",45000,3,11.86,23,"0-15","11-13.5"
0,3500,"A","MORTGAGE",49000,7,7.88,24,"0-15","0-8"
0,24000,"B","MORTGAGE",182000,16,NA,26,"15-30","Missing"
0,1500,"A","RENT",29004,6,7.51,48,"0-15","0-8"
0,8000,"A","RENT",52000,0,7.51,31,"0-15","0-8"
0,1500,"C","RENT",38004,3,14.35,29,"0-15","13.5+"
0,8000,"B","RENT",31000,3,10.38,41,"0-15","8-11"
0,7000,"D","RENT",26400,NA,14.84,21,"Missing","13.5+"
0,13600,"A","MORTGAGE",52000,10,7.88,28,"0-15","0-8"
0,7000,"D","RENT",72700,4,14.84,25,"0-15","13.5+"
0,6000,"B","OWN",52000,2,10.75,23,"0-15","8-11"
0,8000,"A","MORTGAGE",70000,3,7.88,31,"0-15","0-8"
1,2400,"C","RENT",30720,2,13.98,23,"0-15","13.5+"
0,18000,"B","RENT",30996,0,10.75,29,"0-15","8-11"
0,1500,"E","RENT",48500,0,17.19,22,"0-15","13.5+"
0,8400,"A","RENT",66000,0,NA,24,"0-15","Missing"
0,12000,"A","RENT",78000,4,7.14,26,"0-15","0-8"
0,6000,"B","MORTGAGE",110000,7,NA,35,"0-15","Missing"
0,2500,"C","RENT",63000,9,14.72,23,"0-15","13.5+"
0,9800,"A","MORTGAGE",99996,26,7.14,34,"15-30","0-8"
0,2100,"B","MORTGAGE",62000,11,11.86,25,"0-15","11-13.5"
0,15000,"C","MORTGAGE",51992,9,13.98,24,"0-15","13.5+"
0,2000,"B","RENT",50000,3,11.49,40,"0-15","11-13.5"
0,4000,"B","RENT",37400,0,10.38,32,"0-15","8-11"
0,5000,"D","RENT",38000,1,14.84,29,"0-15","13.5+"
0,4800,"A","MORTGAGE",52000,2,NA,24,"0-15","Missing"
1,2000,"B","OWN",56000,18,11.49,24,"15-30","11-13.5"
0,6400,"A","MORTGAGE",22260,9,7.88,25,"0-15","0-8"
0,8000,"A","MORTGAGE",115000,4,7.51,24,"0-15","0-8"
0,7800,"A","RENT",43000,5,7.88,26,"0-15","0-8"
0,15000,"A","RENT",65000,0,7.88,23,"0-15","0-8"
0,1800,"D","OWN",30000,6,14.84,27,"0-15","13.5+"
0,6000,"B","MORTGAGE",96000,7,11.49,30,"0-15","11-13.5"
0,10000,"C","MORTGAGE",91000,12,13.61,23,"0-15","13.5+"
1,8000,"C","RENT",21996,3,13.98,25,"0-15","13.5+"
1,9800,"B","MORTGAGE",65000,NA,11.49,26,"Missing","11-13.5"
0,6000,"B","RENT",36628.8,4,11.86,22,"0-15","11-13.5"
0,12000,"A","RENT",69000,5,7.88,21,"0-15","0-8"
0,6000,"A","MORTGAGE",27983,7,7.88,26,"0-15","0-8"
1,10000,"A","RENT",30720,5,7.88,26,"0-15","0-8"
0,2500,"C","MORTGAGE",42000,5,13.98,29,"0-15","13.5+"
0,17600,"A","MORTGAGE",108928.8,9,7.88,27,"0-15","0-8"
0,17000,"B","MORTGAGE",63834.24,5,11.12,26,"0-15","11-13.5"
0,5000,"C","RENT",35000,4,13.23,22,"0-15","11-13.5"
0,5600,"B","RENT",20000,NA,10.75,21,"Missing","8-11"
0,13000,"A","MORTGAGE",80000,6,7.88,32,"0-15","0-8"
0,8000,"A","RENT",126252,18,7.14,36,"15-30","0-8"
0,12000,"A","RENT",54996,2,7.88,26,"0-15","0-8"
0,10000,"A","MORTGAGE",36000,3,7.88,27,"0-15","0-8"
0,20000,"A","RENT",96000,14,7.88,33,"0-15","0-8"
0,15000,"B","MORTGAGE",80004,4,11.86,26,"0-15","11-13.5"
0,25000,"D","RENT",79416,14,15.21,23,"0-15","13.5+"
0,9600,"A","RENT",37595,6,7.14,27,"0-15","0-8"
0,4800,"A","RENT",80000,0,7.88,49,"0-15","0-8"
0,5000,"B","RENT",48200,3,10.38,24,"0-15","8-11"
0,1200,"A","MORTGAGE",48000,4,6.76,24,"0-15","0-8"
0,6000,"B","MORTGAGE",115000,5,10.75,26,"0-15","8-11"
0,4000,"A","MORTGAGE",71000,4,7.14,29,"0-15","0-8"
0,6000,"A","MORTGAGE",57000,2,7.51,30,"0-15","0-8"
1,5275,"C","RENT",15600,4,14.72,29,"0-15","13.5+"
0,6000,"B","RENT",36000,2,11.86,21,"0-15","11-13.5"
0,4000,"A","RENT",21600,2,7.51,41,"0-15","0-8"
0,10000,"C","MORTGAGE",97800,11,13.23,54,"0-15","11-13.5"
0,24250,"B","MORTGAGE",126696,33,10.38,35,"30-45","8-11"
0,15800,"C","RENT",55000,19,14.72,30,"15-30","13.5+"
0,7200,"B","MORTGAGE",102000,7,NA,24,"0-15","Missing"
0,5000,"B","MORTGAGE",120000,5,10.38,30,"0-15","8-11"
0,13500,"A","RENT",1e+05,0,7.14,26,"0-15","0-8"
0,2500,"B","MORTGAGE",66800,0,11.49,26,"0-15","11-13.5"
1,3000,"B","RENT",18000,1,11.86,22,"0-15","11-13.5"
0,25000,"B","RENT",84996,2,11.86,36,"0-15","11-13.5"
1,15000,"D","RENT",54000,12,15.21,31,"0-15","13.5+"
0,20000,"A","RENT",250000,2,7.88,36,"0-15","0-8"
0,5000,"B","OWN",57000,5,11.86,29,"0-15","11-13.5"
0,3000,"A","MORTGAGE",55000,33,6.76,26,"30-45","0-8"
0,12000,"C","OWN",57000,5,13.23,25,"0-15","11-13.5"
0,6000,"B","MORTGAGE",46097,18,10.75,28,"15-30","8-11"
0,10500,"A","MORTGAGE",75000,6,NA,28,"0-15","Missing"
0,5000,"E","MORTGAGE",130000,5,17.56,34,"0-15","13.5+"
0,6000,"B","RENT",27600,2,10.38,22,"0-15","8-11"
0,6550,"A","RENT",42000,2,7.88,27,"0-15","0-8"
0,3250,"D","RENT",18996,5,16.32,33,"0-15","13.5+"
0,2000,"C","RENT",26496,1,13.61,23,"0-15","13.5+"
0,4800,"A","RENT",92000,1,7.88,48,"0-15","0-8"
0,22750,"B","MORTGAGE",80004,2,11.49,28,"0-15","11-13.5"
0,8000,"C","MORTGAGE",54996,31,14.35,23,"30-45","13.5+"
1,5000,"D","RENT",59000,4,15.95,26,"0-15","13.5+"
0,6000,"C","OWN",31200,2,14.35,27,"0-15","13.5+"
0,14000,"B","OWN",38000,11,11.12,21,"0-15","11-13.5"
1,2500,"C","RENT",52180,1,13.98,24,"0-15","13.5+"
0,1000,"C","RENT",73000,3,NA,28,"0-15","Missing"
1,7000,"B","OWN",24000,5,11.86,23,"0-15","11-13.5"
0,4000,"B","RENT",40000,2,11.49,22,"0-15","11-13.5"
1,2700,"B","RENT",24000,15,10.75,23,"0-15","8-11"
0,8000,"C","RENT",48000,7,13.23,30,"0-15","11-13.5"
0,6000,"D","RENT",36000,4,16.32,23,"0-15","13.5+"
0,6000,"B","OWN",24000,3,11.49,22,"0-15","11-13.5"
0,12000,"C","RENT",67000,5,13.23,27,"0-15","11-13.5"
0,10000,"B","MORTGAGE",28644,2,10.75,23,"0-15","8-11"
0,4000,"B","MORTGAGE",60000,3,11.86,24,"0-15","11-13.5"
0,7000,"B","MORTGAGE",65000,1,11.49,36,"0-15","11-13.5"
1,7600,"C","RENT",67680,1,13.23,25,"0-15","11-13.5"
1,22000,"C","MORTGAGE",83200,4,13.23,23,"0-15","11-13.5"
0,5000,"B","MORTGAGE",72000,3,NA,22,"0-15","Missing"
1,5000,"D","RENT",18600,4,NA,28,"0-15","Missing"
0,8500,"C","RENT",30000,3,13.98,25,"0-15","13.5+"
0,15000,"D","MORTGAGE",140000,3,15.58,23,"0-15","13.5+"
0,25000,"D","MORTGAGE",120000,5,15.95,27,"0-15","13.5+"
0,4800,"C","OWN",48279.6,7,13.98,39,"0-15","13.5+"
0,6500,"C","MORTGAGE",55000,4,13.98,32,"0-15","13.5+"
0,5000,"C","OWN",20000,1,14.72,22,"0-15","13.5+"
0,8000,"D","MORTGAGE",46680,6,15.21,37,"0-15","13.5+"
0,6500,"A","OWN",75200,5,7.14,24,"0-15","0-8"
0,8000,"A","RENT",46000,5,7.14,30,"0-15","0-8"
0,2000,"A","RENT",33000,1,NA,22,"0-15","Missing"
0,3500,"C","MORTGAGE",125000,2,13.98,29,"0-15","13.5+"
0,10000,"C","MORTGAGE",38400,NA,13.98,26,"Missing","13.5+"
0,11000,"A","MORTGAGE",42000,0,7.88,23,"0-15","0-8"
0,6000,"B","MORTGAGE",63996,5,10.75,24,"0-15","8-11"
0,19750,"B","MORTGAGE",74700,4,11.12,24,"0-15","11-13.5"
0,16000,"C","MORTGAGE",35004,3,13.23,28,"0-15","11-13.5"
0,8500,"A","OWN",36000,3,7.51,23,"0-15","0-8"
0,6000,"B","RENT",50000,5,10.75,21,"0-15","8-11"
0,4000,"C","MORTGAGE",45000,3,14.35,26,"0-15","13.5+"
0,13750,"A","RENT",35000,0,7.51,25,"0-15","0-8"
1,15000,"B","RENT",48564,3,10.75,30,"0-15","8-11"
0,8000,"B","RENT",62000,3,11.12,36,"0-15","11-13.5"
0,4800,"A","RENT",65000,0,7.88,24,"0-15","0-8"
0,6400,"C","RENT",31836,1,14.35,26,"0-15","13.5+"
0,6000,"A","MORTGAGE",70000,11,7.51,23,"0-15","0-8"
0,7000,"A","MORTGAGE",80000,5,7.51,26,"0-15","0-8"
1,8000,"B","OWN",40000,0,10.38,25,"0-15","8-11"
0,4000,"A","RENT",68000,0,6.76,25,"0-15","0-8"
0,20000,"B","MORTGAGE",72000,5,10.38,30,"0-15","8-11"
0,9250,"A","MORTGAGE",70000,0,7.51,38,"0-15","0-8"
0,1700,"C","RENT",40000,1,NA,28,"0-15","Missing"
0,12000,"A","MORTGAGE",120000,2,7.51,24,"0-15","0-8"
0,1000,"C","RENT",34800,0,13.98,25,"0-15","13.5+"
0,24250,"E","RENT",68400,12,17.56,25,"0-15","13.5+"
0,12000,"B","RENT",36000,9,11.49,22,"0-15","11-13.5"
0,10000,"C","RENT",30000,5,13.98,22,"0-15","13.5+"
1,4000,"B","MORTGAGE",75000,3,11.49,27,"0-15","11-13.5"
0,8000,"B","OWN",33000,7,10.38,25,"0-15","8-11"
0,15000,"A","OWN",63000,18,NA,29,"15-30","Missing"
0,3500,"C","RENT",48000,12,13.98,23,"0-15","13.5+"
0,5600,"B","MORTGAGE",53004,10,11.86,27,"0-15","11-13.5"
0,2400,"A","RENT",52000,0,7.88,25,"0-15","0-8"
0,2500,"A","RENT",34800,34,6.39,23,"30-45","0-8"
0,4975,"C","MORTGAGE",17760,12,NA,22,"0-15","Missing"
0,2000,"B","MORTGAGE",96000,17,10.38,24,"15-30","8-11"
0,17600,"D","MORTGAGE",156996,11,14.84,25,"0-15","13.5+"
0,3300,"A","MORTGAGE",67000,10,7.88,35,"0-15","0-8"
0,4000,"C","OWN",39996,8,14.35,31,"0-15","13.5+"
0,18000,"A","RENT",82500,4,7.51,48,"0-15","0-8"
0,1800,"A","MORTGAGE",58000,8,6.76,29,"0-15","0-8"
0,5000,"B","RENT",48000,5,11.49,32,"0-15","11-13.5"
1,25000,"D","MORTGAGE",91200,3,15.58,33,"0-15","13.5+"
0,15000,"B","RENT",44000,0,11.86,29,"0-15","11-13.5"
0,10000,"B","RENT",65488,1,11.86,23,"0-15","11-13.5"
0,2000,"D","RENT",42000,8,NA,33,"0-15","Missing"
0,10000,"C","OWN",60000,NA,13.98,33,"Missing","13.5+"
0,24000,"D","RENT",62400,3,14.84,22,"0-15","13.5+"
0,4300,"B","RENT",23000,4,11.86,25,"0-15","11-13.5"
0,7500,"C","MORTGAGE",34400,NA,NA,27,"Missing","Missing"
0,6000,"B","RENT",39000,4,10.38,21,"0-15","8-11"
0,25000,"B","MORTGAGE",110000,1,11.49,25,"0-15","11-13.5"
0,1800,"A","MORTGAGE",99000,8,7.88,23,"0-15","0-8"
0,4500,"B","RENT",24000,0,11.49,22,"0-15","11-13.5"
0,1200,"E","RENT",54096,4,17.56,28,"0-15","13.5+"
0,4000,"B","RENT",18000,0,NA,24,"0-15","Missing"
0,2000,"D","MORTGAGE",36120,2,15.58,27,"0-15","13.5+"
1,1500,"B","RENT",30000,12,11.49,29,"0-15","11-13.5"
0,5000,"E","RENT",35000,0,16.45,36,"0-15","13.5+"
0,4000,"B","RENT",15000,2,11.49,31,"0-15","11-13.5"
0,12000,"D","MORTGAGE",110000,3,15.21,27,"0-15","13.5+"
0,9600,"C","RENT",42000,11,13.23,42,"0-15","11-13.5"
1,1200,"C","RENT",26400,3,14.35,23,"0-15","13.5+"
0,20000,"B","MORTGAGE",69000,5,10.75,25,"0-15","8-11"
0,5000,"C","RENT",42996,1,13.61,27,"0-15","13.5+"
0,8000,"D","RENT",45000,2,14.84,41,"0-15","13.5+"
0,15000,"B","MORTGAGE",65000,6,11.86,25,"0-15","11-13.5"
0,6000,"A","MORTGAGE",51996,9,7.88,22,"0-15","0-8"
0,5000,"C","OWN",44000,19,NA,26,"15-30","Missing"
0,2400,"D","MORTGAGE",126000,3,NA,38,"0-15","Missing"
0,13800,"A","MORTGAGE",125600,0,7.88,28,"0-15","0-8"
0,1800,"A","RENT",33660,3,7.51,24,"0-15","0-8"
0,6000,"A","MORTGAGE",39600,13,7.88,23,"0-15","0-8"
0,9000,"A","MORTGAGE",79000,4,6.76,27,"0-15","0-8"
0,2000,"B","MORTGAGE",30720,3,11.12,25,"0-15","11-13.5"
0,15000,"B","RENT",51000,6,11.12,24,"0-15","11-13.5"
1,19750,"D","MORTGAGE",55000,5,15.58,28,"0-15","13.5+"
0,18550,"A","RENT",103000,3,7.88,37,"0-15","0-8"
1,2500,"D","RENT",10800,NA,14.84,35,"Missing","13.5+"
0,6000,"B","OWN",51000,6,10.75,24,"0-15","8-11"
0,5000,"C","RENT",30240,1,14.72,30,"0-15","13.5+"
0,9000,"C","RENT",40020,2,14.35,32,"0-15","13.5+"
1,10000,"A","MORTGAGE",135000,9,7.14,31,"0-15","0-8"
1,4750,"C","OWN",10400,NA,14.72,27,"Missing","13.5+"
0,2400,"E","RENT",35004,13,17.93,30,"0-15","13.5+"
0,3000,"C","RENT",21600,0,14.35,35,"0-15","13.5+"
0,2500,"A","OWN",9900,2,7.14,21,"0-15","0-8"
0,8000,"A","MORTGAGE",60000,4,7.88,28,"0-15","0-8"
0,11000,"A","OWN",67656,32,7.88,34,"30-45","0-8"
0,10000,"A","RENT",73000,1,7.88,25,"0-15","0-8"
0,4000,"A","MORTGAGE",85000,14,7.88,25,"0-15","0-8"
0,3000,"B","RENT",24996,0,11.49,21,"0-15","11-13.5"
0,10000,"B","MORTGAGE",74004,2,11.86,29,"0-15","11-13.5"
0,2500,"C","RENT",27000,0,13.61,26,"0-15","13.5+"
0,10000,"A","MORTGAGE",90000,5,7.14,27,"0-15","0-8"
0,5500,"A","MORTGAGE",126000,17,7.51,27,"15-30","0-8"
0,1300,"C","RENT",45000,5,13.61,24,"0-15","13.5+"
0,3200,"A","MORTGAGE",48000,0,7.51,23,"0-15","0-8"
0,1500,"C","RENT",48720,2,14.35,24,"0-15","13.5+"
0,7200,"A","MORTGAGE",69000,9,7.88,24,"0-15","0-8"
0,4000,"A","RENT",42000,2,6.39,33,"0-15","0-8"
0,18000,"B","OWN",81120,3,10.75,30,"0-15","8-11"
0,8400,"B","RENT",32000,3,11.49,22,"0-15","11-13.5"
0,5000,"C","RENT",87000,5,13.98,36,"0-15","13.5+"
0,7000,"C","RENT",19200,10,14.35,21,"0-15","13.5+"
0,8500,"C","OWN",39000,0,14.35,25,"0-15","13.5+"
0,3000,"D","MORTGAGE",62000,4,14.84,29,"0-15","13.5+"
0,10000,"A","MORTGAGE",103000,4,7.51,28,"0-15","0-8"
0,6000,"A","RENT",155000,9,7.14,30,"0-15","0-8"
0,10000,"B","OWN",3e+05,9,10.38,26,"0-15","8-11"
0,6925,"A","RENT",39500,3,7.88,30,"0-15","0-8"
0,10000,"D","RENT",25920,4,15.58,23,"0-15","13.5+"
0,8000,"B","RENT",92004,2,11.49,23,"0-15","11-13.5"
0,2000,"C","RENT",40000,2,14.72,21,"0-15","13.5+"
1,18250,"E","MORTGAGE",48000,NA,16.82,24,"Missing","13.5+"
0,2800,"A","MORTGAGE",52800,1,6.76,46,"0-15","0-8"
1,14000,"A","RENT",30548,0,7.88,27,"0-15","0-8"
1,11200,"C","RENT",34800,7,13.23,31,"0-15","11-13.5"
1,1750,"C","MORTGAGE",38400,3,13.61,21,"0-15","13.5+"
0,6000,"A","MORTGAGE",75000,6,7.51,34,"0-15","0-8"
0,5000,"A","RENT",50004,5,7.14,24,"0-15","0-8"
0,8500,"C","MORTGAGE",63600,NA,13.23,33,"Missing","11-13.5"
0,12000,"A","MORTGAGE",170004,29,7.51,33,"15-30","0-8"
0,6400,"A","MORTGAGE",33600,NA,7.14,27,"Missing","0-8"
0,12250,"A","MORTGAGE",60000,13,7.51,30,"0-15","0-8"
0,3000,"A","OWN",42000,7,7.51,24,"0-15","0-8"
0,8000,"A","RENT",67000.08,9,7.14,26,"0-15","0-8"
0,6000,"C","RENT",56160,1,13.98,31,"0-15","13.5+"
0,7000,"A","MORTGAGE",60000,5,7.14,24,"0-15","0-8"
0,8000,"A","RENT",68500,2,7.51,37,"0-15","0-8"
0,5000,"C","RENT",51996,1,NA,28,"0-15","Missing"
0,8000,"D","RENT",25000,4,14.84,27,"0-15","13.5+"
0,2250,"B","RENT",42000,4,10.38,26,"0-15","8-11"
0,4000,"C","MORTGAGE",40000,5,14.35,29,"0-15","13.5+"
0,15000,"B","MORTGAGE",75744,2,10.38,24,"0-15","8-11"
0,12500,"A","RENT",70000,3,7.88,24,"0-15","0-8"
0,8000,"C","RENT",25000,6,13.61,23,"0-15","13.5+"
0,3300,"A","MORTGAGE",35004,14,6.39,48,"0-15","0-8"
0,2200,"C","RENT",12000,0,NA,21,"0-15","Missing"
0,14000,"B","MORTGAGE",43900,2,10.38,27,"0-15","8-11"
0,10000,"A","RENT",38244,6,7.88,24,"0-15","0-8"
0,8500,"A","RENT",21000,1,7.51,22,"0-15","0-8"
1,8000,"A","MORTGAGE",54000,9,7.14,31,"0-15","0-8"
0,24000,"B","RENT",80000,2,10.25,24,"0-15","8-11"
1,8400,"D","RENT",130000,3,14.84,23,"0-15","13.5+"
0,5600,"D","RENT",75000,7,14.84,25,"0-15","13.5+"
0,8550,"A","RENT",66000,3,7.88,23,"0-15","0-8"
0,5000,"B","RENT",42996,6,10.38,25,"0-15","8-11"
1,10000,"C","MORTGAGE",62000,1,14.35,24,"0-15","13.5+"
0,13000,"A","MORTGAGE",140000,6,7.51,33,"0-15","0-8"
0,10000,"E","RENT",70000,4,16.45,35,"0-15","13.5+"
0,23050,"C","MORTGAGE",2e+05,18,14.35,25,"15-30","13.5+"
0,11000,"B","RENT",69996,9,11.86,24,"0-15","11-13.5"
1,6000,"D","MORTGAGE",65827,9,15.58,47,"0-15","13.5+"
0,5800,"C","RENT",18000,2,14.72,21,"0-15","13.5+"
0,14400,"A","MORTGAGE",117000,4,NA,26,"0-15","Missing"
0,12000,"C","OWN",56004,5,13.98,22,"0-15","13.5+"
0,3000,"C","RENT",14400,7,13.98,32,"0-15","13.5+"
0,6000,"D","RENT",69400,2,15.21,26,"0-15","13.5+"
0,7800,"D","RENT",60000,2,14.84,34,"0-15","13.5+"
0,4000,"B","MORTGAGE",50000,2,11.86,23,"0-15","11-13.5"
0,3000,"A","RENT",40000,5,7.14,30,"0-15","0-8"
0,7000,"A","MORTGAGE",45673.92,11,7.88,22,"0-15","0-8"
1,5600,"B","RENT",72000,12,11.12,23,"0-15","11-13.5"
0,6000,"B","RENT",53000,0,11.49,24,"0-15","11-13.5"
0,10000,"C","MORTGAGE",52000,3,14.35,32,"0-15","13.5+"
0,5000,"A","RENT",25000,3,7.14,24,"0-15","0-8"
0,12000,"A","MORTGAGE",160000,9,7.88,32,"0-15","0-8"
0,15000,"A","RENT",120000,5,NA,24,"0-15","Missing"
0,18000,"C","MORTGAGE",96300,1,13.98,30,"0-15","13.5+"
0,12000,"B","MORTGAGE",60000,0,10.75,35,"0-15","8-11"
0,2500,"C","RENT",42000,4,13.61,23,"0-15","13.5+"
1,6000,"B","RENT",81000,4,11.86,27,"0-15","11-13.5"
0,6000,"B","MORTGAGE",92000,10,11.86,31,"0-15","11-13.5"
0,4800,"B","RENT",69000,12,10.75,23,"0-15","8-11"
0,2000,"A","RENT",37315,1,6.39,25,"0-15","0-8"
0,13600,"D","MORTGAGE",90000,5,16.32,28,"0-15","13.5+"
0,20000,"B","MORTGAGE",94692,5,11.49,22,"0-15","11-13.5"
0,6000,"B","MORTGAGE",225000,12,11.12,28,"0-15","11-13.5"
0,25000,"D","RENT",78000,3,15.95,27,"0-15","13.5+"
0,20000,"C","MORTGAGE",122000,16,13.23,25,"15-30","11-13.5"
0,18200,"A","MORTGAGE",61000,2,7.51,22,"0-15","0-8"
0,5500,"B","MORTGAGE",27996,4,10.38,22,"0-15","8-11"
