,freq,angle,ch_length,velocity,thickness,dec
1008,2000,4.8,0.0254,71.3,0.000848633,128.398
1009,2500,4.8,0.0254,71.3,0.000848633,130.828
1010,3150,4.8,0.0254,71.3,0.000848633,133.378
1011,4000,4.8,0.0254,71.3,0.000848633,134.928
1012,5000,4.8,0.0254,71.3,0.000848633,135.468
1013,6300,4.8,0.0254,71.3,0.000848633,134.498
1014,8000,4.8,0.0254,71.3,0.000848633,131.518
1015,10000,4.8,0.0254,71.3,0.000848633,127.398
1016,12500,4.8,0.0254,71.3,0.000848633,127.688
1017,16000,4.8,0.0254,71.3,0.000848633,124.208
1018,20000,4.8,0.0254,71.3,0.000848633,119.708
1019,1600,4.8,0.0254,55.5,0.000873218,121.474
1020,2000,4.8,0.0254,55.5,0.000873218,125.054
1021,2500,4.8,0.0254,55.5,0.000873218,129.144
1022,3150,4.8,0.0254,55.5,0.000873218,132.354
1023,4000,4.8,0.0254,55.5,0.000873218,133.924
1024,5000,4.8,0.0254,55.5,0.000873218,135.484
1025,6300,4.8,0.0254,55.5,0.000873218,135.164
1026,8000,4.8,0.0254,55.5,0.000873218,132.184
1027,10000,4.8,0.0254,55.5,0.000873218,126.944
1028,12500,4.8,0.0254,55.5,0.000873218,125.094
1029,16000,4.8,0.0254,55.5,0.000873218,124.394
1030,20000,4.8,0.0254,55.5,0.000873218,121.284
1031,500,4.8,0.0254,39.6,0.000907475,116.366
1032,630,4.8,0.0254,39.6,0.000907475,118.696
1033,800,4.8,0.0254,39.6,0.000907475,120.766
1034,1000,4.8,0.0254,39.6,0.000907475,122.956
1035,1250,4.8,0.0254,39.6,0.000907475,125.026
1036,1600,4.8,0.0254,39.6,0.000907475,125.966
1037,2000,4.8,0.0254,39.6,0.000907475,128.916
1038,2500,4.8,0.0254,39.6,0.000907475,131.236
1039,3150,4.8,0.0254,39.6,0.000907475,133.436
1040,4000,4.8,0.0254,39.6,0.000907475,134.996
1041,5000,4.8,0.0254,39.6,0.000907475,135.426
1042,6300,4.8,0.0254,39.6,0.000907475,134.336
1043,8000,4.8,0.0254,39.6,0.000907475,131.346
1044,10000,4.8,0.0254,39.6,0.000907475,126.066
1045,500,4.8,0.0254,31.7,0.000930789,116.128
1046,630,4.8,0.0254,31.7,0.000930789,120.078
1047,800,4.8,0.0254,31.7,0.000930789,122.648
1048,1000,4.8,0.0254,31.7,0.000930789,125.348
1049,1250,4.8,0.0254,31.7,0.000930789,127.408
1050,1600,4.8,0.0254,31.7,0.000930789,128.718
1051,2000,4.8,0.0254,31.7,0.000930789,130.148
1052,2500,4.8,0.0254,31.7,0.000930789,132.588
1053,3150,4.8,0.0254,31.7,0.000930789,134.268
1054,4000,4.8,0.0254,31.7,0.000930789,135.328
1055,5000,4.8,0.0254,31.7,0.000930789,135.248
1056,6300,4.8,0.0254,31.7,0.000930789,132.898
1057,8000,4.8,0.0254,31.7,0.000930789,127.008
1058,630,9.5,0.0254,71.3,0.004206540,125.726
1059,800,9.5,0.0254,71.3,0.004206540,127.206
1060,1000,9.5,0.0254,71.3,0.004206540,129.556
1061,1250,9.5,0.0254,71.3,0.004206540,131.656
1062,1600,9.5,0.0254,71.3,0.004206540,133.756
1063,2000,9.5,0.0254,71.3,0.004206540,134.976
1064,2500,9.5,0.0254,71.3,0.004206540,135.956
1065,3150,9.5,0.0254,71.3,0.004206540,136.166
1066,4000,9.5,0.0254,71.3,0.004206540,134.236
1067,5000,9.5,0.0254,71.3,0.004206540,131.186
1068,6300,9.5,0.0254,71.3,0.004206540,127.246
1069,400,9.5,0.0254,55.5,0.004328400,120.952
1070,500,9.5,0.0254,55.5,0.004328400,123.082
1071,630,9.5,0.0254,55.5,0.004328400,125.452
1072,800,9.5,0.0254,55.5,0.004328400,128.082
1073,1000,9.5,0.0254,55.5,0.004328400,130.332
1074,1250,9.5,0.0254,55.5,0.004328400,132.202
1075,1600,9.5,0.0254,55.5,0.004328400,133.062
1076,2000,9.5,0.0254,55.5,0.004328400,134.052
1077,2500,9.5,0.0254,55.5,0.004328400,134.152
1078,3150,9.5,0.0254,55.5,0.004328400,133.252
1079,4000,9.5,0.0254,55.5,0.004328400,131.582
1080,5000,9.5,0.0254,55.5,0.004328400,128.412
1081,6300,9.5,0.0254,55.5,0.004328400,124.222
1082,200,9.5,0.0254,39.6,0.004498210,116.074
1083,250,9.5,0.0254,39.6,0.004498210,116.924
1084,315,9.5,0.0254,39.6,0.004498210,119.294
1085,400,9.5,0.0254,39.6,0.004498210,121.154
1086,500,9.5,0.0254,39.6,0.004498210,123.894
1087,630,9.5,0.0254,39.6,0.004498210,126.514
1088,800,9.5,0.0254,39.6,0.004498210,129.014
1089,1000,9.5,0.0254,39.6,0.004498210,130.374
1090,1250,9.5,0.0254,39.6,0.004498210,130.964
1091,1600,9.5,0.0254,39.6,0.004498210,131.184
1092,2000,9.5,0.0254,39.6,0.004498210,131.274
1093,2500,9.5,0.0254,39.6,0.004498210,131.234
1094,3150,9.5,0.0254,39.6,0.004498210,129.934
1095,4000,9.5,0.0254,39.6,0.004498210,127.864
1096,5000,9.5,0.0254,39.6,0.004498210,125.044
1097,6300,9.5,0.0254,39.6,0.004498210,120.324
1098,200,9.5,0.0254,31.7,0.004613770,119.146
1099,250,9.5,0.0254,31.7,0.004613770,120.136
1100,315,9.5,0.0254,31.7,0.004613770,122.766
1101,400,9.5,0.0254,31.7,0.004613770,124.756
1102,500,9.5,0.0254,31.7,0.004613770,126.886
1103,630,9.5,0.0254,31.7,0.004613770,129.006
1104,800,9.5,0.0254,31.7,0.004613770,130.746
1105,1000,9.5,0.0254,31.7,0.004613770,131.346
1106,1250,9.5,0.0254,31.7,0.004613770,131.446
1107,1600,9.5,0.0254,31.7,0.004613770,131.036
1108,2000,9.5,0.0254,31.7,0.004613770,130.496
1109,2500,9.5,0.0254,31.7,0.004613770,130.086
1110,3150,9.5,0.0254,31.7,0.004613770,128.536
1111,4000,9.5,0.0254,31.7,0.004613770,126.736
1112,5000,9.5,0.0254,31.7,0.004613770,124.426
1113,6300,9.5,0.0254,31.7,0.004613770,120.726
1114,250,12.7,0.0254,71.3,0.012180800,119.698
1115,315,12.7,0.0254,71.3,0.012180800,122.938
1116,400,12.7,0.0254,71.3,0.012180800,125.048
1117,500,12.7,0.0254,71.3,0.012180800,126.898
1118,630,12.7,0.0254,71.3,0.012180800,128.878
1119,800,12.7,0.0254,71.3,0.012180800,130.348
1120,1000,12.7,0.0254,71.3,0.012180800,131.698
1121,1250,12.7,0.0254,71.3,0.012180800,133.048
1122,1600,12.7,0.0254,71.3,0.012180800,134.528
1123,2000,12.7,0.0254,71.3,0.012180800,134.228
1124,2500,12.7,0.0254,71.3,0.012180800,134.058
1125,3150,12.7,0.0254,71.3,0.012180800,133.758
1126,4000,12.7,0.0254,71.3,0.012180800,131.808
1127,5000,12.7,0.0254,71.3,0.012180800,128.978
1128,6300,12.7,0.0254,71.3,0.012180800,125.398
1129,8000,12.7,0.0254,71.3,0.012180800,120.538
1130,10000,12.7,0.0254,71.3,0.012180800,114.418
1131,250,12.7,0.0254,39.6,0.013025300,121.547
1132,315,12.7,0.0254,39.6,0.013025300,123.537
1133,400,12.7,0.0254,39.6,0.013025300,125.527
1134,500,12.7,0.0254,39.6,0.013025300,127.127
1135,630,12.7,0.0254,39.6,0.013025300,128.867
1136,800,12.7,0.0254,39.6,0.013025300,130.217
1137,1000,12.7,0.0254,39.6,0.013025300,130.947
1138,1250,12.7,0.0254,39.6,0.013025300,130.777
1139,1600,12.7,0.0254,39.6,0.013025300,129.977
1140,2000,12.7,0.0254,39.6,0.013025300,129.567
1141,2500,12.7,0.0254,39.6,0.013025300,129.027
1142,3150,12.7,0.0254,39.6,0.013025300,127.847
1143,4000,12.7,0.0254,39.6,0.013025300,126.537
1144,5000,12.7,0.0254,39.6,0.013025300,125.107
1145,6300,12.7,0.0254,39.6,0.013025300,123.177
1146,8000,12.7,0.0254,39.6,0.013025300,120.607
1147,10000,12.7,0.0254,39.6,0.013025300,116.017
1148,200,17.4,0.0254,71.3,0.016104000,112.506
1149,250,17.4,0.0254,71.3,0.016104000,113.796
1150,315,17.4,0.0254,71.3,0.016104000,115.846
1151,400,17.4,0.0254,71.3,0.016104000,117.396
1152,500,17.4,0.0254,71.3,0.016104000,119.806
1153,630,17.4,0.0254,71.3,0.016104000,122.606
1154,800,17.4,0.0254,71.3,0.016104000,124.276
1155,1000,17.4,0.0254,71.3,0.016104000,125.816
1156,1250,17.4,0.0254,71.3,0.016104000,126.356
1157,1600,17.4,0.0254,71.3,0.016104000,126.406
1158,2000,17.4,0.0254,71.3,0.016104000,126.826
1159,2500,17.4,0.0254,71.3,0.016104000,126.746
1160,3150,17.4,0.0254,71.3,0.016104000,126.536
1161,4000,17.4,0.0254,71.3,0.016104000,125.586
1162,5000,17.4,0.0254,71.3,0.016104000,123.126
1163,6300,17.4,0.0254,71.3,0.016104000,119.916
1164,8000,17.4,0.0254,71.3,0.016104000,115.466
1165,200,17.4,0.0254,55.5,0.016570600,109.951
1166,250,17.4,0.0254,55.5,0.016570600,110.491
1167,315,17.4,0.0254,55.5,0.016570600,111.911
1168,400,17.4,0.0254,55.5,0.016570600,115.461
1169,500,17.4,0.0254,55.5,0.016570600,119.621
1170,630,17.4,0.0254,55.5,0.016570600,122.411
1171,800,17.4,0.0254,55.5,0.016570600,123.091
1172,1000,17.4,0.0254,55.5,0.016570600,126.001
1173,1250,17.4,0.0254,55.5,0.016570600,129.301
1174,1600,17.4,0.0254,55.5,0.016570600,126.471
1175,2000,17.4,0.0254,55.5,0.016570600,125.261
1176,2500,17.4,0.0254,55.5,0.016570600,124.931
1177,3150,17.4,0.0254,55.5,0.016570600,124.101
1178,4000,17.4,0.0254,55.5,0.016570600,121.771
1179,5000,17.4,0.0254,55.5,0.016570600,118.941
1180,6300,17.4,0.0254,55.5,0.016570600,114.861
1181,200,17.4,0.0254,39.6,0.017220600,114.044
1182,250,17.4,0.0254,39.6,0.017220600,114.714
1183,315,17.4,0.0254,39.6,0.017220600,115.144
1184,400,17.4,0.0254,39.6,0.017220600,115.444
1185,500,17.4,0.0254,39.6,0.017220600,117.514
1186,630,17.4,0.0254,39.6,0.017220600,124.514
1187,800,17.4,0.0254,39.6,0.017220600,135.324
1188,1000,17.4,0.0254,39.6,0.017220600,138.274
1189,1250,17.4,0.0254,39.6,0.017220600,131.364
1190,1600,17.4,0.0254,39.6,0.017220600,127.614
1191,2000,17.4,0.0254,39.6,0.017220600,126.644
1192,2500,17.4,0.0254,39.6,0.017220600,124.154
1193,3150,17.4,0.0254,39.6,0.017220600,123.564
1194,4000,17.4,0.0254,39.6,0.017220600,122.724
1195,5000,17.4,0.0254,39.6,0.017220600,119.854
1196,200,17.4,0.0254,31.7,0.017663100,116.146
1197,250,17.4,0.0254,31.7,0.017663100,116.956
1198,315,17.4,0.0254,31.7,0.017663100,118.416
1199,400,17.4,0.0254,31.7,0.017663100,120.766
1200,500,17.4,0.0254,31.7,0.017663100,127.676
1201,630,17.4,0.0254,31.7,0.017663100,136.886
1202,800,17.4,0.0254,31.7,0.017663100,139.226
1203,1000,17.4,0.0254,31.7,0.017663100,131.796
1204,1250,17.4,0.0254,31.7,0.017663100,128.306
1205,1600,17.4,0.0254,31.7,0.017663100,126.846
1206,2000,17.4,0.0254,31.7,0.017663100,124.356
1207,2500,17.4,0.0254,31.7,0.017663100,124.166
1208,3150,17.4,0.0254,31.7,0.017663100,123.466
1209,4000,17.4,0.0254,31.7,0.017663100,121.996
1210,5000,17.4,0.0254,31.7,0.017663100,117.996
1211,315,22.2,0.0254,71.3,0.021417800,115.857
1212,400,22.2,0.0254,71.3,0.021417800,117.927
1213,500,22.2,0.0254,71.3,0.021417800,117.967
1214,630,22.2,0.0254,71.3,0.021417800,120.657
1215,800,22.2,0.0254,71.3,0.021417800,123.227
1216,1000,22.2,0.0254,71.3,0.021417800,134.247
1217,1250,22.2,0.0254,71.3,0.021417800,140.987
1218,1600,22.2,0.0254,71.3,0.021417800,131.817
1219,2000,22.2,0.0254,71.3,0.021417800,127.197
1220,2500,22.2,0.0254,71.3,0.021417800,126.097
1221,3150,22.2,0.0254,71.3,0.021417800,124.127
1222,4000,22.2,0.0254,71.3,0.021417800,123.917
1223,5000,22.2,0.0254,71.3,0.021417800,125.727
1224,6300,22.2,0.0254,71.3,0.021417800,123.127
1225,8000,22.2,0.0254,71.3,0.021417800,121.657
1226,200,22.2,0.0254,39.6,0.022902800,116.066
1227,250,22.2,0.0254,39.6,0.022902800,117.386
1228,315,22.2,0.0254,39.6,0.022902800,120.716
1229,400,22.2,0.0254,39.6,0.022902800,123.416
1230,500,22.2,0.0254,39.6,0.022902800,129.776
1231,630,22.2,0.0254,39.6,0.022902800,137.026
1232,800,22.2,0.0254,39.6,0.022902800,137.076
1233,1000,22.2,0.0254,39.6,0.022902800,128.416
1234,1250,22.2,0.0254,39.6,0.022902800,126.446
1235,1600,22.2,0.0254,39.6,0.022902800,122.216
1236,2000,22.2,0.0254,39.6,0.022902800,121.256
1237,2500,22.2,0.0254,39.6,0.022902800,121.306
1238,3150,22.2,0.0254,39.6,0.022902800,120.856
1239,4000,22.2,0.0254,39.6,0.022902800,119.646
1240,5000,22.2,0.0254,39.6,0.022902800,118.816
1241,630,0.0,0.1016,71.3,0.001210720,124.155
1242,800,0.0,0.1016,71.3,0.001210720,126.805
1243,1000,0.0,0.1016,71.3,0.001210720,128.825
1244,1250,0.0,0.1016,71.3,0.001210720,130.335
1245,1600,0.0,0.1016,71.3,0.001210720,131.725
1246,2000,0.0,0.1016,71.3,0.001210720,132.095
1247,2500,0.0,0.1016,71.3,0.001210720,132.595
1248,3150,0.0,0.1016,71.3,0.001210720,131.955
1249,4000,0.0,0.1016,71.3,0.001210720,130.935
1250,5000,0.0,0.1016,71.3,0.001210720,130.795
1251,6300,0.0,0.1016,71.3,0.001210720,129.395
1252,8000,0.0,0.1016,71.3,0.001210720,125.465
1253,10000,0.0,0.1016,71.3,0.001210720,123.305
1254,12500,0.0,0.1016,71.3,0.001210720,119.375
1255,630,0.0,0.1016,55.5,0.001319830,126.170
1256,800,0.0,0.1016,55.5,0.001319830,127.920
1257,1000,0.0,0.1016,55.5,0.001319830,129.800
1258,1250,0.0,0.1016,55.5,0.001319830,131.430
1259,1600,0.0,0.1016,55.5,0.001319830,132.050
1260,2000,0.0,0.1016,55.5,0.001319830,132.540
1261,2500,0.0,0.1016,55.5,0.001319830,133.040
1262,3150,0.0,0.1016,55.5,0.001319830,131.780
1263,4000,0.0,0.1016,55.5,0.001319830,129.500
1264,5000,0.0,0.1016,55.5,0.001319830,128.360
1265,6300,0.0,0.1016,55.5,0.001319830,127.730
1266,8000,0.0,0.1016,55.5,0.001319830,124.450
1267,10000,0.0,0.1016,55.5,0.001319830,121.930
1268,12500,0.0,0.1016,55.5,0.001319830,119.910
1269,630,0.0,0.1016,39.6,0.001463320,125.401
1270,800,0.0,0.1016,39.6,0.001463320,128.401
1271,1000,0.0,0.1016,39.6,0.001463320,130.781
1272,1250,0.0,0.1016,39.6,0.001463320,132.271
1273,1600,0.0,0.1016,39.6,0.001463320,133.261
1274,2000,0.0,0.1016,39.6,0.001463320,133.251
1275,2500,0.0,0.1016,39.6,0.001463320,132.611
1276,3150,0.0,0.1016,39.6,0.001463320,130.961
1277,4000,0.0,0.1016,39.6,0.001463320,127.801
1278,5000,0.0,0.1016,39.6,0.001463320,126.021
1279,6300,0.0,0.1016,39.6,0.001463320,125.631
1280,8000,0.0,0.1016,39.6,0.001463320,122.341
1281,10000,0.0,0.1016,39.6,0.001463320,119.561
1282,630,0.0,0.1016,31.7,0.001500920,126.413
1283,800,0.0,0.1016,31.7,0.001500920,129.053
1284,1000,0.0,0.1016,31.7,0.001500920,131.313
1285,1250,0.0,0.1016,31.7,0.001500920,133.063
1286,1600,0.0,0.1016,31.7,0.001500920,133.553
1287,2000,0.0,0.1016,31.7,0.001500920,133.153
1288,2500,0.0,0.1016,31.7,0.001500920,132.003
1289,3150,0.0,0.1016,31.7,0.001500920,129.973
1290,4000,0.0,0.1016,31.7,0.001500920,126.933
1291,5000,0.0,0.1016,31.7,0.001500920,124.393
1292,6300,0.0,0.1016,31.7,0.001500920,124.253
1293,8000,0.0,0.1016,31.7,0.001500920,120.193
1294,10000,0.0,0.1016,31.7,0.001500920,115.893
1295,800,3.3,0.1016,71.3,0.002028220,131.074
1296,1000,3.3,0.1016,71.3,0.002028220,131.434
1297,1250,3.3,0.1016,71.3,0.002028220,132.304
1298,1600,3.3,0.1016,71.3,0.002028220,133.664
1299,2000,3.3,0.1016,71.3,0.002028220,134.034
1300,2500,3.3,0.1016,71.3,0.002028220,133.894
1301,3150,3.3,0.1016,71.3,0.002028220,132.114
1302,4000,3.3,0.1016,71.3,0.002028220,128.704
1303,5000,3.3,0.1016,71.3,0.002028220,127.054
1304,6300,3.3,0.1016,71.3,0.002028220,124.904
1305,8000,3.3,0.1016,71.3,0.002028220,121.234
1306,10000,3.3,0.1016,71.3,0.002028220,116.694
1307,630,3.3,0.1016,55.5,0.002211000,126.599
1308,800,3.3,0.1016,55.5,0.002211000,129.119
1309,1000,3.3,0.1016,55.5,0.002211000,131.129
1310,1250,3.3,0.1016,55.5,0.002211000,132.769
1311,1600,3.3,0.1016,55.5,0.002211000,133.649
1312,2000,3.3,0.1016,55.5,0.002211000,133.649
1313,2500,3.3,0.1016,55.5,0.002211000,132.889
1314,3150,3.3,0.1016,55.5,0.002211000,130.629
1315,4000,3.3,0.1016,55.5,0.002211000,127.229
1316,5000,3.3,0.1016,55.5,0.002211000,124.839
1317,6300,3.3,0.1016,55.5,0.002211000,123.839
1318,8000,3.3,0.1016,55.5,0.002211000,120.569
1319,10000,3.3,0.1016,55.5,0.002211000,115.659
1320,630,3.3,0.1016,39.6,0.002451380,127.251
1321,800,3.3,0.1016,39.6,0.002451380,129.991
1322,1000,3.3,0.1016,39.6,0.002451380,131.971
1323,1250,3.3,0.1016,39.6,0.002451380,133.211
1324,1600,3.3,0.1016,39.6,0.002451380,133.071
1325,2000,3.3,0.1016,39.6,0.002451380,132.301
1326,2500,3.3,0.1016,39.6,0.002451380,130.791
1327,3150,3.3,0.1016,39.6,0.002451380,128.401
1328,4000,3.3,0.1016,39.6,0.002451380,124.881
1329,5000,3.3,0.1016,39.6,0.002451380,122.371
1330,6300,3.3,0.1016,39.6,0.002451380,120.851
1331,8000,3.3,0.1016,39.6,0.002451380,118.091
1332,10000,3.3,0.1016,39.6,0.002451380,115.321
1333,630,3.3,0.1016,31.7,0.002514350,128.952
1334,800,3.3,0.1016,31.7,0.002514350,131.362
1335,1000,3.3,0.1016,31.7,0.002514350,133.012
1336,1250,3.3,0.1016,31.7,0.002514350,134.022
1337,1600,3.3,0.1016,31.7,0.002514350,133.402
1338,2000,3.3,0.1016,31.7,0.002514350,131.642
1339,2500,3.3,0.1016,31.7,0.002514350,130.392
1340,3150,3.3,0.1016,31.7,0.002514350,128.252
1341,4000,3.3,0.1016,31.7,0.002514350,124.852
1342,5000,3.3,0.1016,31.7,0.002514350,122.082
1343,6300,3.3,0.1016,31.7,0.002514350,120.702
1344,8000,3.3,0.1016,31.7,0.002514350,117.432
1345,630,6.7,0.1016,71.3,0.004782880,131.448
1346,800,6.7,0.1016,71.3,0.004782880,134.478
1347,1000,6.7,0.1016,71.3,0.004782880,136.758
1348,1250,6.7,0.1016,71.3,0.004782880,137.658
1349,1600,6.7,0.1016,71.3,0.004782880,136.678
1350,2000,6.7,0.1016,71.3,0.004782880,134.568
1351,2500,6.7,0.1016,71.3,0.004782880,131.458
1352,3150,6.7,0.1016,71.3,0.004782880,124.458
1353,500,6.7,0.1016,55.5,0.005213900,129.343
1354,630,6.7,0.1016,55.5,0.005213900,133.023
1355,800,6.7,0.1016,55.5,0.005213900,135.953
1356,1000,6.7,0.1016,55.5,0.005213900,137.233
1357,1250,6.7,0.1016,55.5,0.005213900,136.883
1358,1600,6.7,0.1016,55.5,0.005213900,133.653
1359,2000,6.7,0.1016,55.5,0.005213900,129.653
1360,2500,6.7,0.1016,55.5,0.005213900,124.273
1361,400,6.7,0.1016,39.6,0.005780760,128.295
1362,500,6.7,0.1016,39.6,0.005780760,130.955
1363,630,6.7,0.1016,39.6,0.005780760,133.355
1364,800,6.7,0.1016,39.6,0.005780760,134.625
1365,1000,6.7,0.1016,39.6,0.005780760,134.515
1366,1250,6.7,0.1016,39.6,0.005780760,132.395
1367,1600,6.7,0.1016,39.6,0.005780760,127.375
1368,2000,6.7,0.1016,39.6,0.005780760,122.235
1369,315,6.7,0.1016,31.7,0.005929270,126.266
1370,400,6.7,0.1016,31.7,0.005929270,128.296
1371,500,6.7,0.1016,31.7,0.005929270,130.206
1372,630,6.7,0.1016,31.7,0.005929270,132.116
1373,800,6.7,0.1016,31.7,0.005929270,132.886
1374,1000,6.7,0.1016,31.7,0.005929270,131.636
1375,1250,6.7,0.1016,31.7,0.005929270,129.256
1376,1600,6.7,0.1016,31.7,0.005929270,124.346
1377,2000,6.7,0.1016,31.7,0.005929270,120.446
1378,200,8.9,0.1016,71.3,0.010308800,133.503
1379,250,8.9,0.1016,71.3,0.010308800,134.533
1380,315,8.9,0.1016,71.3,0.010308800,136.583
1381,400,8.9,0.1016,71.3,0.010308800,138.123
1382,500,8.9,0.1016,71.3,0.010308800,138.523
1383,630,8.9,0.1016,71.3,0.010308800,138.423
1384,800,8.9,0.1016,71.3,0.010308800,137.813
1385,1000,8.9,0.1016,71.3,0.010308800,135.433
1386,1250,8.9,0.1016,71.3,0.010308800,132.793
1387,1600,8.9,0.1016,71.3,0.010308800,128.763
1388,2000,8.9,0.1016,71.3,0.010308800,124.233
1389,2500,8.9,0.1016,71.3,0.010308800,123.623
1390,3150,8.9,0.1016,71.3,0.010308800,123.263
1391,4000,8.9,0.1016,71.3,0.010308800,120.243
1392,5000,8.9,0.1016,71.3,0.010308800,116.723
1393,6300,8.9,0.1016,71.3,0.010308800,117.253
1394,200,8.9,0.1016,39.6,0.012459600,133.420
1395,250,8.9,0.1016,39.6,0.012459600,134.340
1396,315,8.9,0.1016,39.6,0.012459600,135.380
1397,400,8.9,0.1016,39.6,0.012459600,135.540
1398,500,8.9,0.1016,39.6,0.012459600,133.790
1399,630,8.9,0.1016,39.6,0.012459600,131.920
1400,800,8.9,0.1016,39.6,0.012459600,130.940
1401,1000,8.9,0.1016,39.6,0.012459600,129.580
1402,1250,8.9,0.1016,39.6,0.012459600,127.710
1403,1600,8.9,0.1016,39.6,0.012459600,123.820
1404,2000,8.9,0.1016,39.6,0.012459600,119.040
1405,2500,8.9,0.1016,39.6,0.012459600,119.190
1406,3150,8.9,0.1016,39.6,0.012459600,119.350
1407,4000,8.9,0.1016,39.6,0.012459600,116.220
1408,5000,8.9,0.1016,39.6,0.012459600,113.080
1409,6300,8.9,0.1016,39.6,0.012459600,113.110
1410,200,12.3,0.1016,71.3,0.033779200,130.588
1411,250,12.3,0.1016,71.3,0.033779200,131.568
1412,315,12.3,0.1016,71.3,0.033779200,137.068
1413,400,12.3,0.1016,71.3,0.033779200,139.428
1414,500,12.3,0.1016,71.3,0.033779200,140.158
1415,630,12.3,0.1016,71.3,0.033779200,135.368
1416,800,12.3,0.1016,71.3,0.033779200,127.318
1417,1000,12.3,0.1016,71.3,0.033779200,127.928
1418,1250,12.3,0.1016,71.3,0.033779200,126.648
1419,1600,12.3,0.1016,71.3,0.033779200,124.748
1420,2000,12.3,0.1016,71.3,0.033779200,122.218
1421,2500,12.3,0.1016,71.3,0.033779200,121.318
1422,3150,12.3,0.1016,71.3,0.033779200,120.798
1423,4000,12.3,0.1016,71.3,0.033779200,118.018
1424,5000,12.3,0.1016,71.3,0.033779200,116.108
1425,6300,12.3,0.1016,71.3,0.033779200,113.958
1426,200,12.3,0.1016,55.5,0.036823300,132.304
1427,250,12.3,0.1016,55.5,0.036823300,133.294
1428,315,12.3,0.1016,55.5,0.036823300,135.674
1429,400,12.3,0.1016,55.5,0.036823300,136.414
1430,500,12.3,0.1016,55.5,0.036823300,133.774
1431,630,12.3,0.1016,55.5,0.036823300,124.244
1432,800,12.3,0.1016,55.5,0.036823300,125.114
1433,1000,12.3,0.1016,55.5,0.036823300,125.484
1434,1250,12.3,0.1016,55.5,0.036823300,124.214
1435,1600,12.3,0.1016,55.5,0.036823300,121.824
1436,2000,12.3,0.1016,55.5,0.036823300,118.564
1437,2500,12.3,0.1016,55.5,0.036823300,117.054
1438,3150,12.3,0.1016,55.5,0.036823300,116.914
1439,4000,12.3,0.1016,55.5,0.036823300,114.404
1440,5000,12.3,0.1016,55.5,0.036823300,112.014
1441,6300,12.3,0.1016,55.5,0.036823300,110.124
1442,200,12.3,0.1016,39.6,0.040826800,128.545
1443,250,12.3,0.1016,39.6,0.040826800,129.675
1444,315,12.3,0.1016,39.6,0.040826800,129.415
1445,400,12.3,0.1016,39.6,0.040826800,128.265
1446,500,12.3,0.1016,39.6,0.040826800,122.205
1447,630,12.3,0.1016,39.6,0.040826800,121.315
1448,800,12.3,0.1016,39.6,0.040826800,122.315
1449,1000,12.3,0.1016,39.6,0.040826800,122.435
1450,1250,12.3,0.1016,39.6,0.040826800,121.165
1451,1600,12.3,0.1016,39.6,0.040826800,117.875
1452,2000,12.3,0.1016,39.6,0.040826800,114.085
1453,2500,12.3,0.1016,39.6,0.040826800,113.315
1454,3150,12.3,0.1016,39.6,0.040826800,113.055
1455,4000,12.3,0.1016,39.6,0.040826800,110.905
1456,5000,12.3,0.1016,39.6,0.040826800,108.625
1457,6300,12.3,0.1016,39.6,0.040826800,107.985
1458,200,12.3,0.1016,31.7,0.041875600,124.987
1459,250,12.3,0.1016,31.7,0.041875600,125.857
1460,315,12.3,0.1016,31.7,0.041875600,124.717
1461,400,12.3,0.1016,31.7,0.041875600,123.207
1462,500,12.3,0.1016,31.7,0.041875600,118.667
1463,630,12.3,0.1016,31.7,0.041875600,119.287
1464,800,12.3,0.1016,31.7,0.041875600,120.037
1465,1000,12.3,0.1016,31.7,0.041875600,119.777
1466,1250,12.3,0.1016,31.7,0.041875600,118.767
1467,1600,12.3,0.1016,31.7,0.041875600,114.477
1468,2000,12.3,0.1016,31.7,0.041875600,110.447
1469,2500,12.3,0.1016,31.7,0.041875600,110.317
1470,3150,12.3,0.1016,31.7,0.041875600,110.307
1471,4000,12.3,0.1016,31.7,0.041875600,108.407
1472,5000,12.3,0.1016,31.7,0.041875600,107.147
1473,6300,12.3,0.1016,31.7,0.041875600,107.267
1474,200,15.6,0.1016,71.3,0.043725900,130.898
1475,250,15.6,0.1016,71.3,0.043725900,132.158
1476,315,15.6,0.1016,71.3,0.043725900,133.808
1477,400,15.6,0.1016,71.3,0.043725900,134.058
1478,500,15.6,0.1016,71.3,0.043725900,130.638
1479,630,15.6,0.1016,71.3,0.043725900,122.288
1480,800,15.6,0.1016,71.3,0.043725900,124.188
1481,1000,15.6,0.1016,71.3,0.043725900,124.438
1482,1250,15.6,0.1016,71.3,0.043725900,123.178
1483,1600,15.6,0.1016,71.3,0.043725900,121.528
1484,2000,15.6,0.1016,71.3,0.043725900,119.888
1485,2500,15.6,0.1016,71.3,0.043725900,118.998
1486,3150,15.6,0.1016,71.3,0.043725900,116.468
1487,4000,15.6,0.1016,71.3,0.043725900,113.298
1488,200,15.6,0.1016,39.6,0.052848700,123.514
1489,250,15.6,0.1016,39.6,0.052848700,124.644
1490,315,15.6,0.1016,39.6,0.052848700,122.754
1491,400,15.6,0.1016,39.6,0.052848700,120.484
1492,500,15.6,0.1016,39.6,0.052848700,115.304
1493,630,15.6,0.1016,39.6,0.052848700,118.084
1494,800,15.6,0.1016,39.6,0.052848700,118.964
